GHI,DNI,DHI,Temperature,Tilted Irradiance (Adjusted)
0,0,0,10.2,0.0
159,4,156,14.8,139.2995752574864
0,0,0,22.0,0.0
1,4,1,22.0,2.5299452662695288
0,0,0,21.4,0.0
39,0,39,3.6,35.738138123890096
0,0,0,19.700000000000003,0.0
10,0,10,20.8,8.442681281763017
51,0,51,1.0,47.29028574754516
0,0,0,13.6,0.0
0,0,0,22.700000000000003,0.0
82,6,80,9.8,75.70693885622377
60,5,59,17.8,53.42391335041497
25,0,25,12.1,22.018361887607625
192,617,52,5.7,439.204312931503
0,0,0,22.5,0.0
0,0,0,22.700000000000003,0.0
812,604,252,19.3,768.0908505147156
0,0,0,2.0,0.0
0,0,0,-1.9,0.0
0,0,0,23.6,0.0
0,0,0,0.2,0.0
0,0,0,11.4,0.0
0,0,0,23.0,0.0
255,632,63,21.6,445.59001117658914
5,30,5,20.3,17.417163742595385
0,0,0,19.4,0.0
697,528,267,17.1,723.4188196741158
316,30,293,9.4,290.3492176980901
0,0,0,-2.5,0.0
79,236,47,25.6,191.1436779588305
0,0,0,14.1,0.0
0,0,0,19.6,0.0
217,601,59,25.700000000000003,492.5073338971621
0,0,0,8.200000000000001,0.0
0,0,0,-12.2,0.0
181,142,131,23.8,205.3455256365314
8,53,8,14.2,30.72149524001017
0,0,0,-0.1,0.0
0,0,0,18.8,0.0
0,0,0,4.1000000000000005,0.0
0,0,0,-15.6,0.0
0,0,0,22.8,0.0
0,0,0,5.300000000000001,0.0
19,0,19,13.7,16.606532395642567
0,0,0,1.5,0.0
80,7,78,10.8,74.07263974474398
171,82,141,0.7000000000000001,195.1295671122496
0,0,0,18.7,0.0
393,859,74,-4.4,761.1581994361658
129,4,126,25.5,107.48010260383904
0,0,0,8.3,0.0
704,435,339,15.1,704.5152530985268
481,376,177,25.6,482.5889476108856
0,0,0,-4.9,0.0
660,892,78,26.5,840.738271729049
324,719,73,4.2,679.4277909688815
677,625,193,24.9,721.8538985777126
102,6,99,6.2,94.776515324284
0,0,0,7.9,0.0
15,89,12,21.4,65.072654562884
133,542,45,-3.5,390.7470105195975
817,904,106,14.2,935.1921079151952
289,332,147,7.7,412.06843847601033
800,570,284,28.4,728.6493118141437
890,799,160,28.5,825.2181958918666
0,0,0,-11.1,0.0
329,254,196,26.6,374.642829729572
0,0,0,-0.8,0.0
0,0,0,-5.0,0.0
0,0,0,10.7,0.0
524,203,365,24.1,486.4569104229111
2,3,2,18.9,3.56952972880522
15,0,15,19.700000000000003,12.733182236542463
0,0,0,22.6,0.0
0,0,0,-5.0,0.0
0,0,0,-2.3000000000000003,0.0
0,0,0,14.7,0.0
0,0,0,14.7,0.0
0,0,0,18.0,0.0
0,0,0,6.300000000000001,0.0
0,0,0,-16.0,0.0
0,0,0,-10.1,0.0
330,844,51,1.5,766.248111898146
0,0,0,22.3,0.0
143,5,138,25.8,118.08265996720434
711,768,140,29.9,780.029720403637
0,0,0,-2.5,0.0
0,0,0,-1.0,0.0
367,420,170,1.1,530.128040822245
0,0,0,1.4,0.0
0,0,0,12.6,0.0
0,0,0,20.8,0.0
0,0,0,16.5,0.0
58,0,58,6.4,52.46832077771381
329,388,152,6.2,481.2140042924062
127,475,46,16.5,299.483152151652
218,432,90,24.0,354.3665609011963
850,811,151,24.3,856.4781834863561
0,0,0,17.5,0.0
648,555,242,6.5,760.36454324679
0,0,0,3.0,0.0
0,0,0,14.7,0.0
0,0,0,-0.2,0.0
0,0,0,-3.4000000000000004,0.0
0,0,0,9.8,0.0
805,665,216,29.6,759.2101190534788
0,0,0,3.0,0.0
0,0,0,3.8,0.0
39,0,39,17.6,33.44956046399471
614,721,138,21.9,752.7643861193005
381,69,327,26.6,329.20830572512887
0,0,0,7.5,0.0
471,312,275,4.0,546.9741003125496
688,904,101,6.6000000000000005,931.4943168028112
0,0,0,23.3,0.0
0,0,0,13.6,0.0
81,55,70,29.0,95.0628868092196
430,599,131,27.5,602.0806685767564
0,0,0,21.700000000000003,0.0
326,749,70,1.0,623.4766227220802
0,0,0,-0.6000000000000001,0.0
0,0,0,11.3,0.0
843,931,98,14.6,967.0272483481576
0,0,0,21.700000000000003,0.0
444,840,74,3.7,812.0475249534222
150,2,148,13.1,131.6233267467192
266,501,98,8.8,488.6823423757666
0,0,0,5.6000000000000005,0.0
0,0,0,-2.9000000000000004,0.0
223,10,214,10.9,199.1074067512984
0,0,0,19.200000000000003,0.0
0,0,0,0.8,0.0
85,28,79,16.3,85.14134586489145
610,861,100,7.300000000000001,858.2358753594383
0,0,0,20.1,0.0
0,0,0,15.4,0.0
0,0,0,-4.1000000000000005,0.0
0,0,0,-0.2,0.0
0,0,0,-2.6,0.0
7,4,7,10.9,8.835494557150412
0,0,0,18.7,0.0
113,223,59,5.7,206.4043368230492
61,0,61,24.0,50.68216834767093
33,314,19,-3.1,175.72402699761685
0,0,0,14.4,0.0
0,0,0,9.9,0.0
63,0,63,3.6,57.730838507822455
350,754,70,11.2,695.7573371178905
0,0,0,3.2,0.0
53,299,30,0.5,190.7084496450248
0,0,0,19.6,0.0
249,680,55,23.1,561.6549058875239
0,0,0,22.0,0.0
0,0,0,2.7,0.0
209,9,202,20.9,178.6120182005123
251,328,129,25.0,365.2636831143644
2,23,3,-4.2,13.801516188881244
0,0,0,-3.5,0.0
579,854,103,3.6,864.8818984638557
784,854,114,25.9,849.0895817224714
0,0,0,22.1,0.0
19,0,19,1.9,17.54627435781939
317,657,85,10.2,621.8039361850352
345,427,154,8.700000000000001,509.55305939063214
0,0,0,1.6,0.0
0,0,0,20.0,0.0
0,0,0,4.5,0.0
0,0,0,13.8,0.0
0,0,0,16.7,0.0
61,3,60,1.7000000000000002,57.68543007234031
69,0,69,14.7,60.018717578688566
78,1,78,16.400000000000002,68.06456421065862
0,0,0,11.7,0.0
461,464,199,16.3,559.5771964926107
0,0,0,-3.2,0.0
0,0,0,8.0,0.0
6,70,7,2.5,51.21265443306869
0,0,0,18.9,0.0
0,0,0,2.1,0.0
91,339,43,20.6,223.4466956365182
0,0,0,23.5,0.0
0,0,0,20.3,0.0
540,726,132,0.2,796.0810133016137
906,878,121,20.700000000000003,910.2724219537864
0,0,0,7.9,0.0
546,747,103,27.3,682.3475481413064
274,752,59,1.3,604.4724909732502
436,558,144,28.9,580.9652513809261
134,226,82,-7.2,241.11039264117585
315,354,162,-1.4,457.8302768541695
0,0,0,3.6,0.0
0,0,0,7.0,0.0
111,450,43,6.7,363.02402293591575
690,616,220,27.9,718.1406371356886
387,364,199,17.400000000000002,485.14193734066896
153,2,152,18.4,131.56810452934948
0,0,0,11.2,0.0
0,0,0,0.8,0.0
0,0,0,17.3,0.0
176,696,40,-1.6,483.85293910965567
0,0,0,15.4,0.0
0,0,0,-4.6000000000000005,0.0
0,0,0,-0.4,0.0
0,0,0,-0.9,0.0
172,19,160,9.9,160.44332709823237
0,0,0,1.9,0.0
0,0,0,12.8,0.0
0,0,0,1.3,0.0
0,0,0,22.700000000000003,0.0
88,0,88,7.9,79.05382487569264
0,0,0,16.3,0.0
7,20,7,1.1,18.816602535636694
0,0,0,-13.8,0.0
279,484,106,6.1000000000000005,453.01344231963736
220,142,162,19.700000000000003,239.88801144066028
0,0,0,15.6,0.0
0,0,0,0.4,0.0
317,21,298,28.1,260.9741845946567
30,0,30,2.0,27.69206912034582
6,22,6,13.9,13.787122795864155
0,0,0,-1.5,0.0
0,0,0,-0.8,0.0
915,817,148,29.3,826.9596645496214
100,1,99,20.0,84.83944462370128
0,0,0,1.6,0.0
244,633,68,3.7,503.9953418387297
336,420,154,7.9,486.9443040359096
0,0,0,16.6,0.0
229,73,194,10.4,236.9037895171265
0,0,0,22.200000000000003,0.0
0,0,0,17.1,0.0
0,0,0,4.6000000000000005,0.0
3,0,3,19.1,2.554181208824632
0,0,0,15.8,0.0
0,0,0,20.4,0.0
0,0,0,1.4,0.0
174,15,166,6.0,163.75695298223803
0,0,0,23.200000000000003,0.0
856,720,208,24.200000000000003,808.5029637672078
0,0,0,18.7,0.0
490,655,128,24.9,619.3661343301789
466,758,84,23.8,655.7738304221227
0,0,0,3.3000000000000003,0.0
0,0,0,15.1,0.0
0,0,0,4.800000000000001,0.0
0,0,0,23.1,0.0
99,47,85,5.6000000000000005,114.37959414594552
0,0,0,4.0,0.0
128,6,126,6.2,119.12995570727728
392,852,60,5.0,734.9357952419083
0,0,0,16.900000000000002,0.0
0,0,0,2.8000000000000003,0.0
76,0,76,16.2,65.62973808920007
506,897,67,9.7,819.4494210471953
0,0,0,22.4,0.0
0,0,0,11.7,0.0
244,681,62,1.9,531.7325717000748
32,0,32,15.7,27.70063847910489
0,0,0,25.5,0.0
0,0,0,19.6,0.0
0,0,0,16.8,0.0
343,561,115,-0.3,596.3649467906486
26,0,26,11.8,22.931790329681867
461,923,66,-0.9,870.1350425002123
160,8,156,5.9,148.38635692960986
60,0,60,15.9,51.888398738214086
0,0,0,18.0,0.0
460,251,292,30.3,451.5911896126472
0,0,0,2.3000000000000003,0.0
20,0,20,18.3,17.094939272307663
0,0,0,-1.5,0.0
0,0,0,14.8,0.0
0,0,0,15.4,0.0
435,717,102,9.6,709.3025524958539
0,0,0,17.900000000000002,0.0
0,0,0,6.300000000000001,0.0
741,445,344,29.4,663.1158651173334
800,611,249,27.200000000000003,747.0879327911099
0,0,0,13.1,0.0
0,0,0,12.5,0.0
0,0,0,22.5,0.0
0,0,0,-0.1,0.0
78,134,52,13.1,119.4338303237737
0,0,0,24.6,0.0
19,0,19,24.6,15.73846566786906
0,0,0,3.0,0.0
426,901,60,-0.9,769.7793666140136
143,40,126,7.7,146.49857693999573
0,0,0,10.4,0.0
434,88,365,10.8,408.2812037187544
22,199,16,8.6,97.50993948537204
716,848,111,16.8,885.7694367318167
91,0,91,23.5,75.79853971709053
24,0,24,20.4,20.30267380431732
0,0,0,-0.7000000000000001,0.0
142,1,141,15.5,123.1168415871573
0,0,0,21.4,0.0
37,93,29,21.0,71.0795980002271
0,0,0,20.4,0.0
406,605,116,27.700000000000003,589.4643666729555
716,477,314,26.4,684.0418871076848
885,786,169,28.3,828.314318021362
138,24,128,5.4,135.70815950567572
16,91,13,17.0,52.20985797570039
0,0,0,18.7,0.0
0,0,0,-5.6000000000000005,0.0
310,822,59,-3.6,675.7475837308815
454,888,58,11.7,722.098013577325
0,0,0,16.6,0.0
0,0,0,-3.8,0.0
0,0,0,4.7,0.0
854,682,213,29.3,753.6710396972499
0,0,0,6.300000000000001,0.0
0,0,0,10.1,0.0
70,0,70,22.200000000000003,58.68799862312913
909,824,140,30.1,824.771403878392
212,322,111,0.6000000000000001,366.41500736988905
554,527,203,27.6,605.7239163443382
0,0,0,12.7,0.0
519,891,71,9.4,843.8822453965629
0,0,0,-4.0,0.0
0,0,0,17.400000000000002,0.0
159,1,158,17.0,136.8428060399808
0,0,0,-2.8000000000000003,0.0
55,5,54,19.1,48.83997756107503
37,47,33,2.7,54.35622101553647
51,0,51,19.5,43.33557325283583
506,757,112,8.6,772.1586779073215
582,352,308,16.7,588.7114328783497
8,22,7,-4.3,18.125030705933785
0,0,0,-0.8,0.0
0,0,0,2.1,0.0
0,0,0,15.3,0.0
101,417,42,7.1000000000000005,272.9186279523612
0,0,0,2.9000000000000004,0.0
0,0,0,2.9000000000000004,0.0
0,0,0,21.1,0.0
0,0,0,11.1,0.0
116,409,48,16.1,271.52329425453365
0,0,0,2.2,0.0
53,273,30,8.700000000000001,165.91101595549168
226,654,59,-3.5,530.6049886222135
578,900,77,12.4,848.4320239076416
38,0,38,5.1000000000000005,34.58285815988185
359,776,63,13.2,600.8591481612851
431,806,78,9.4,745.9909356179356
599,932,79,4.5,931.020644170673
0,0,0,6.6000000000000005,0.0
495,427,225,19.700000000000003,578.5011752296101
225,61,196,6.2,230.8305482891525
0,0,0,10.7,0.0
2,11,2,2.4000000000000004,6.603833625972456
247,13,236,22.4,209.4294715601228
149,4,147,14.4,131.1445267207131
590,353,321,25.700000000000003,574.5311045022659
0,0,0,2.8000000000000003,0.0
384,308,222,-2.1,492.00033431091134
75,0,75,9.2,66.96674434602296
0,0,0,4.4,0.0
927,946,99,15.7,978.0246322637206
0,0,0,21.5,0.0
0,0,0,7.0,0.0
0,0,0,-1.3,0.0
0,0,0,15.2,0.0
0,0,0,17.8,0.0
0,0,0,-3.1,0.0
13,59,11,11.1,36.777589722126514
0,0,0,3.2,0.0
0,0,0,12.6,0.0
0,0,0,1.2000000000000002,0.0
106,53,92,15.9,120.4482427643953
844,805,145,30.8,819.70828004494
315,393,140,23.3,407.1641670684096
0,0,0,19.5,0.0
0,0,0,4.9,0.0
0,0,0,23.4,0.0
261,66,223,20.200000000000003,242.8321279268436
100,135,61,10.4,143.6966712950857
563,706,124,19.200000000000003,746.0594115892653
0,0,0,-2.0,0.0
0,0,0,0.2,0.0
0,0,0,12.2,0.0
0,0,0,1.8,0.0
252,60,204,29.3,217.75129854441963
462,818,73,19.9,673.9526638478474
0,0,0,10.3,0.0
173,297,68,16.7,264.4643605086521
0,0,0,3.1,0.0
115,22,107,0.6000000000000001,116.49558373965236
197,257,112,28.9,282.8106697594116
0,0,0,23.9,0.0
0,0,0,-2.3000000000000003,0.0
253,141,188,23.8,261.7189870356736
754,718,168,31.1,760.3998215148354
0,0,0,5.7,0.0
0,0,0,1.7000000000000002,0.0
34,72,27,7.0,72.21221741083608
42,214,26,8.3,131.10709260317665
20,162,16,-6.0,99.5528699434198
921,917,112,15.1,964.8337177063264
439,860,67,3.6,788.1720694035282
0,0,0,1.5,0.0
0,0,0,-2.3000000000000003,0.0
524,370,278,8.700000000000001,591.4818110293098
9,42,8,17.0,25.055925650806987
24,91,19,-1.8,63.599644383495765
114,323,57,20.0,230.41243218138965
76,0,76,18.9,64.76963527636028
0,0,0,18.8,0.0
713,877,95,24.9,833.0517209130797
0,0,0,22.700000000000003,0.0
0,0,0,4.6000000000000005,0.0
115,0,115,24.700000000000003,95.2109316625035
0,0,0,7.1000000000000005,0.0
0,0,0,-0.7000000000000001,0.0
584,705,132,28.4,717.5594377158116
594,341,321,25.6,570.1309529433869
0,0,0,-1.2000000000000002,0.0
0,0,0,14.5,0.0
741,326,434,24.8,642.1014283244889
153,4,150,23.8,128.3707509979079
223,599,64,10.0,445.63185357472366
129,3,128,0.4,121.47538797267948
0,0,0,3.2,0.0
0,0,0,-1.0,0.0
202,432,81,21.700000000000003,345.2421611444336
0,0,0,10.3,0.0
0,0,0,1.9,0.0
0,0,0,7.9,0.0
0,0,0,5.0,0.0
860,890,108,25.200000000000003,888.9329147869164
96,0,96,13.2,84.1078836394665
0,0,0,17.7,0.0
524,437,243,12.3,603.5368225424244
19,0,19,15.1,16.495037586570742
0,0,0,0.7000000000000001,0.0
0,0,0,1.8,0.0
0,0,0,-1.9,0.0
0,0,0,-10.3,0.0
361,807,60,14.6,611.2377357324071
0,0,0,22.700000000000003,0.0
230,202,150,15.6,299.2546129782527
96,4,94,18.2,83.65958912635955
0,0,0,-0.2,0.0
0,0,0,6.300000000000001,0.0
585,910,109,-1.1,940.9708428659998
92,335,46,1.4,247.36266423037748
102,153,71,21.4,146.9265642121986
27,0,27,20.700000000000003,22.806556603034352
0,0,0,22.3,0.0
359,190,252,3.3000000000000003,403.3511895866896
3,20,3,11.1,14.668155677063014
0,0,0,2.6,0.0
0,0,0,8.0,0.0
60,0,60,0.5,55.76137631649858
69,6,67,24.1,60.361338715907344
10,0,10,-0.9,9.352244197875285
0,0,0,18.6,0.0
0,0,0,5.1000000000000005,0.0
0,0,0,3.3000000000000003,0.0
325,64,274,12.1,302.66283115214657
0,0,0,10.7,0.0
0,0,0,8.0,0.0
0,0,0,22.9,0.0
470,904,66,2.6,833.558804505489
0,0,0,6.7,0.0
0,0,0,21.4,0.0
0,0,0,-11.1,0.0
0,0,0,13.5,0.0
845,883,100,27.1,867.4222477510294
572,957,69,-0.4,951.6359104833311
0,0,0,23.0,0.0
634,772,109,25.8,743.6866588357134
0,0,0,17.5,0.0
114,8,110,6.300000000000001,106.39576436491303
245,463,97,26.4,427.27649998157113
7,6,7,9.7,10.170345772920337
0,0,0,15.9,0.0
208,311,112,6.7,355.7673593053622
0,0,0,9.2,0.0
65,104,48,23.4,110.5754460188152
172,514,56,18.7,356.9312740141701
222,276,129,1.1,349.0252896923077
0,0,0,5.9,0.0
0,0,0,9.9,0.0
0,0,0,22.9,0.0
0,0,0,19.700000000000003,0.0
287,127,197,16.0,284.71578463345446
0,0,0,14.7,0.0
703,379,354,30.1,610.7471472899571
568,908,84,3.0,887.7846331212718
367,66,319,13.7,341.426203938951
32,0,32,7.800000000000001,28.760258318704803
404,821,69,-2.1,755.9122345230229
0,0,0,4.0,0.0
776,433,372,24.5,694.2850627280442
145,332,71,10.7,318.7416828861735
0,0,0,9.4,0.0
1,6,1,21.8,3.128127935397196
101,0,101,18.5,86.24477433480591
0,0,0,3.6,0.0
37,0,37,3.9,33.85888706254621
0,0,0,22.8,0.0
338,806,60,5.2,736.5300121595395
0,0,0,6.9,0.0
87,427,36,5.5,329.8377848841978
233,143,174,0.1,286.491762929409
0,0,0,-0.6000000000000001,0.0
7,20,7,5.6000000000000005,16.110381589861376
403,860,65,1.7000000000000002,757.1731096165493
0,0,0,14.3,0.0
0,0,0,14.2,0.0
296,693,57,21.6,594.0859513844812
0,0,0,2.5,0.0
834,881,113,23.8,889.9793798294377
90,0,90,13.8,78.62479806651567
0,0,0,20.5,0.0
396,866,56,5.800000000000001,786.6260192348029
388,563,127,24.8,525.3641153673462
745,658,214,24.0,772.7846353912557
545,399,267,5.7,629.2933673666037
52,1,52,4.7,48.17435026709589
45,0,45,24.5,37.29417532769076
0,0,0,15.1,0.0
20,105,17,-3.1,70.38257889075521
0,0,0,19.4,0.0
18,56,15,-4.4,44.96985193834828
0,0,0,2.7,0.0
370,599,110,27.9,571.9416613824998
347,241,214,10.0,406.3508216820002
0,0,0,17.8,0.0
11,0,11,15.5,9.531315852378698
78,208,48,28.9,172.131211489652
0,0,0,2.0,0.0
285,374,140,7.1000000000000005,422.4626350643284
0,0,0,0.6000000000000001,0.0
14,43,13,-1.1,39.886918469937086
241,119,187,5.300000000000001,271.1478596718529
864,874,133,12.4,953.653537469645
0,0,0,22.0,0.0
0,0,0,-3.2,0.0
34,0,34,18.6,29.018643114331574
0,0,0,2.1,0.0
65,41,53,10.3,74.47999582868789
12,7,12,25.8,13.99388919148166
534,452,227,24.9,590.0328977066222
629,267,404,16.0,600.527932187463
0,0,0,1.1,0.0
0,0,0,13.1,0.0
0,0,0,5.0,0.0
771,933,91,19.200000000000003,913.6694291839616
0,0,0,-2.7,0.0
0,0,0,18.9,0.0
0,0,0,-8.0,0.0
112,395,47,20.4,263.28181880743
7,0,7,4.2,6.396933168442617
180,6,174,20.1,152.7435645564792
0,0,0,12.3,0.0
0,0,0,22.3,0.0
0,0,0,19.3,0.0
0,0,0,22.0,0.0
0,0,0,-3.1,0.0
0,0,0,11.4,0.0
0,0,0,2.2,0.0
0,0,0,0.3,0.0
24,27,22,-2.2,34.45127847084986
0,0,0,1.3,0.0
0,0,0,18.9,0.0
104,247,64,20.1,185.26464982130855
207,54,179,18.7,199.71490538758457
0,0,0,5.300000000000001,0.0
208,30,193,10.9,197.13936324142185
939,945,93,23.0,918.1939247930184
0,0,0,8.700000000000001,0.0
0,0,0,15.6,0.0
0,0,0,-1.8,0.0
0,0,0,-2.5,0.0
0,0,0,15.0,0.0
268,460,107,-3.1,469.071682784327
0,0,0,-2.8000000000000003,0.0
311,18,294,23.5,260.55975415200874
639,670,162,24.5,734.4444215080883
108,290,55,7.4,268.39896971758094
488,897,63,12.6,798.1298842189539
150,398,69,10.4,361.4668958698026
713,525,284,22.1,713.4659069823075
0,0,0,10.2,0.0
335,646,88,-0.2,640.5438999731085
638,764,116,27.200000000000003,737.9314367457483
82,1,82,15.0,72.03403599988161
0,0,0,14.7,0.0
0,0,0,16.6,0.0
3,9,3,19.3,7.679534405291372
0,0,0,12.5,0.0
0,0,0,21.1,0.0
17,0,17,12.3,14.958234867376037
0,0,0,12.6,0.0
0,0,0,14.3,0.0
0,0,0,12.9,0.0
28,0,28,2.8000000000000003,25.752040813455267
0,0,0,19.4,0.0
173,352,85,-0.2,355.09347446320385
0,0,0,0.3,0.0
68,0,68,10.7,60.28897838781297
71,428,30,15.8,318.8373950583368
677,524,271,15.0,723.7963001395119
1,4,1,17.7,2.490808793644505
316,361,161,3.6,443.0665124766459
0,0,0,-1.4,0.0
0,0,0,-2.8000000000000003,0.0
83,0,83,13.1,72.75306413027981
334,115,265,24.3,312.78674847608454
0,0,0,8.4,0.0
0,0,0,4.1000000000000005,0.0
38,0,38,4.9,34.61471381961666
804,719,190,27.9,792.4455557243044
547,861,89,5.9,846.084386490137
0,0,0,9.0,0.0
0,0,0,17.0,0.0
0,0,0,17.0,0.0
0,0,0,20.700000000000003,0.0
0,0,0,-1.3,0.0
241,641,62,20.0,544.6729259876344
0,0,0,-2.6,0.0
890,767,179,26.0,825.873307120269
826,893,103,22.0,893.2364913754622
457,70,394,25.3,386.6911803659559
156,485,55,26.4,389.38615691153854
0,0,0,-0.5,0.0
0,0,0,20.0,0.0
49,0,49,1.5,45.3330721505345
0,0,0,6.7,0.0
0,0,0,14.7,0.0
886,642,284,24.8,794.5039705846167
0,0,0,1.1,0.0
0,0,0,-0.4,0.0
0,0,0,16.8,0.0
0,0,0,14.8,0.0
140,5,137,16.900000000000002,121.9914771642686
399,719,106,0.9,728.5774439272008
0,0,0,24.1,0.0
0,0,0,2.8000000000000003,0.0
498,806,76,18.3,702.3774507282736
0,0,0,3.1,0.0
0,0,0,1.2000000000000002,0.0
511,949,61,3.0,855.8279302235411
360,789,66,11.6,718.1417526985942
39,243,25,-0.9,182.2605522818383
0,0,0,-5.1000000000000005,0.0
0,0,0,5.2,0.0
354,143,266,25.6,343.8466527233795
112,9,109,4.5,106.63751800133409
73,137,52,25.8,132.81066608599463
0,0,0,8.8,0.0
0,0,0,6.4,0.0
154,2,152,12.7,135.40540446036883
0,0,0,2.9000000000000004,0.0
878,785,176,27.8,839.9122736759184
0,0,0,15.9,0.0
2,2,2,8.6,2.9928680676728243
275,98,222,22.200000000000003,262.96433449919977
52,164,36,13.0,138.06233493619325
144,7,140,15.1,127.2943753862079
0,0,0,-2.8000000000000003,0.0
159,626,42,13.9,502.093307671766
0,0,0,10.5,0.0
13,57,11,11.2,46.71548290707762
0,0,0,-2.2,0.0
592,978,84,-10.1,1009.150865496252
0,0,0,14.2,0.0
562,186,408,18.7,520.6615548423144
49,65,30,14.2,67.17941152127442
391,414,175,26.4,491.9729497246921
0,0,0,7.5,0.0
0,0,0,2.3000000000000003,0.0
388,618,116,1.2000000000000002,636.9655972120822
0,0,0,22.200000000000003,0.0
31,0,31,10.5,27.51066883574483
428,188,300,24.8,415.8750247050316
0,0,0,20.4,0.0
0,0,0,5.9,0.0
99,404,41,1.9,285.6463031975798
180,146,131,12.8,232.82784414892345
0,0,0,4.9,0.0
190,121,142,8.5,228.89357634235736
0,0,0,22.8,0.0
331,674,78,17.1,539.9990126041773
4,15,4,15.4,9.852799017325776
0,0,0,1.3,0.0
0,0,0,13.9,0.0
0,0,0,16.6,0.0
0,0,0,14.9,0.0
5,32,5,14.2,17.653304634646172
275,559,81,26.700000000000003,495.5562634217387
739,947,117,6.2,1009.9500799267352
26,0,26,12.4,22.866402396542
0,0,0,25.5,0.0
0,0,0,24.4,0.0
99,1,99,15.1,86.79331946606882
95,200,60,8.3,194.46492984823877
0,0,0,23.0,0.0
210,468,80,1.5,453.8252318467895
447,480,183,19.3,578.8479474977663
432,134,333,27.5,390.44160313904086
624,539,228,7.6,725.6924605015688
474,875,74,4.6000000000000005,846.3237277824398
35,0,35,20.3,29.62273633424413
0,0,0,19.9,0.0
0,0,0,4.6000000000000005,0.0
0,0,0,0.6000000000000001,0.0
0,0,0,20.5,0.0
17,6,17,22.6,17.117671845497853
810,876,102,25.6,868.39362446129
0,0,0,11.6,0.0
0,0,0,22.9,0.0
1,2,1,20.6,1.699128919101928
408,308,233,17.900000000000002,475.2424834793242
0,0,0,17.1,0.0
0,0,0,-2.7,0.0
259,75,219,22.0,242.9798313428593
0,0,0,-1.1,0.0
0,0,0,12.4,0.0
106,91,84,27.3,133.07583150271546
418,899,61,-2.7,802.5321521356461
771,853,104,24.4,845.4321499800267
6,6,6,20.200000000000003,7.61254824693036
98,3,96,24.8,82.10516977395658
433,584,129,26.3,555.485457383152
0,0,0,21.1,0.0
518,916,65,9.9,853.0906872120069
0,0,0,16.0,0.0
0,0,0,22.1,0.0
445,94,371,9.1,421.8569112009458
0,0,0,14.5,0.0
0,0,0,18.0,0.0
0,0,0,-3.4000000000000004,0.0
0,0,0,16.0,0.0
673,840,111,16.400000000000002,871.2683712260956
0,0,0,16.7,0.0
915,741,216,24.4,836.5003299503386
320,444,134,6.5,473.0712268461016
92,392,39,19.0,229.92901795424447
0,0,0,4.9,0.0
0,0,0,-7.2,0.0
0,0,0,23.4,0.0
0,0,0,-12.1,0.0
0,0,0,-15.4,0.0
14,0,14,12.0,12.336150804906158
0,0,0,24.1,0.0
19,39,17,23.6,31.9531881668468
0,0,0,-2.4000000000000004,0.0
0,0,0,2.4000000000000004,0.0
0,0,0,21.8,0.0
121,20,112,4.4,119.82679209944706
433,777,79,21.200000000000003,720.1450955976647
833,723,202,21.3,830.4730210444834
0,0,0,10.3,0.0
0,0,0,-1.2000000000000002,0.0
549,833,100,4.3,834.9506401964617
397,132,307,23.8,373.31028955932953
605,199,426,25.3,526.9257402561046
141,1,140,14.6,122.78543999679675
247,481,88,29.3,429.4384625765504
117,20,111,5.6000000000000005,116.80175605449772
0,0,0,6.5,0.0
136,2,134,15.8,117.8282908455964
823,947,93,20.200000000000003,942.0002172371444
6,69,6,2.6,48.53215801454655
0,0,0,12.9,0.0
0,0,0,24.0,0.0
0,0,0,2.9000000000000004,0.0
20,188,14,3.7,131.21829573442315
0,0,0,-2.3000000000000003,0.0
424,552,140,27.700000000000003,573.4007566155544
0,0,0,3.4000000000000004,0.0
0,0,0,-3.6,0.0
0,0,0,9.6,0.0
0,0,0,19.5,0.0
19,0,19,10.0,16.901197248189536
202,70,161,28.4,190.4287460525315
405,198,272,19.0,413.34237853573006
271,554,82,26.0,490.7229308856661
163,525,52,19.5,350.96278820472594
804,872,98,25.8,855.6984769029266
0,0,0,21.9,0.0
236,428,101,25.3,405.55635952129296
0,0,0,19.8,0.0
0,0,0,9.9,0.0
982,932,106,23.5,920.3741932868044
0,0,0,-0.1,0.0
0,0,0,3.7,0.0
746,457,313,26.3,649.8774542919199
478,828,85,4.4,786.973601011721
43,0,43,9.5,38.34019596752084
243,674,58,20.200000000000003,564.3527665176932
0,0,0,-0.6000000000000001,0.0
0,0,0,23.6,0.0
347,819,55,12.3,723.8932836978805
0,0,0,2.1,0.0
1,18,1,1.9,12.279902546533403
256,222,165,17.2,326.4699500064309
0,0,0,1.9,0.0
8,0,8,12.2,7.042522576693935
0,0,0,10.4,0.0
61,0,61,13.0,53.49468777952038
130,21,123,2.7,128.77728788574188
0,0,0,9.9,0.0
87,44,73,25.6,89.15833474478192
162,177,107,5.9,238.92842611958628
204,433,83,1.1,428.0218294175402
543,769,111,13.8,797.295549279433
271,660,71,5.0,594.1083323142918
0,0,0,-2.4000000000000004,0.0
0,0,0,21.6,0.0
0,0,0,13.8,0.0
6,3,6,-1.9,7.283514805558747
686,370,369,26.6,632.9911203345779
0,0,0,-10.9,0.0
131,62,111,20.200000000000003,142.76647681583805
0,0,0,20.0,0.0
0,0,0,18.4,0.0
59,238,35,17.6,188.8931142548801
0,0,0,0.7000000000000001,0.0
0,0,0,12.9,0.0
